1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e3,9,9,61,0.08653846153846154
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e15,1,6,61,0.009615384615384616
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e16,1,7,61,0.009615384615384616
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e18,6,78,61,0.057692307692307696
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e32,4,54,61,0.038461538461538464
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e34,2,104,61,0.019230769230769232
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e55,13,87,61,0.125
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e60,2,5,61,0.019230769230769232
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e62,4,29,61,0.038461538461538464
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e69,3,120,61,0.028846153846153848
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e84,5,81,61,0.04807692307692308
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e89,15,75,61,0.14423076923076922
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e90,8,72,61,0.07692307692307693
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e105,1,7,61,0.009615384615384616
1,2016-04-06 20:18,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),104,e122,30,105,61,0.28846153846153844
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e3,1,9,61,0.015151515151515152
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e18,4,78,61,0.06060606060606061
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e32,3,54,61,0.045454545454545456
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e34,2,104,61,0.030303030303030304
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e55,10,87,61,0.15151515151515152
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e62,4,29,61,0.06060606060606061
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e69,2,120,61,0.030303030303030304
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e84,5,81,61,0.07575757575757576
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e89,3,75,61,0.045454545454545456
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e90,1,72,61,0.015151515151515152
2,2016-04-06 20:57,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e122,31,105,61,0.4696969696969697
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e3,6,9,61,0.10909090909090909
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e18,4,78,61,0.07272727272727272
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e32,1,54,61,0.01818181818181818
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e34,1,104,61,0.01818181818181818
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e55,4,87,61,0.07272727272727272
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e62,3,29,61,0.05454545454545454
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e84,6,81,61,0.10909090909090909
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e89,3,75,61,0.05454545454545454
3,2016-04-06 21:05,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e122,27,105,61,0.4909090909090909
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e3,7,9,61,0.10144927536231885
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e18,5,78,61,0.07246376811594203
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e32,1,54,61,0.014492753623188406
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e34,1,104,61,0.014492753623188406
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e55,9,87,61,0.13043478260869565
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e62,4,29,61,0.057971014492753624
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e84,1,81,61,0.014492753623188406
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e89,8,75,61,0.11594202898550725
4,2016-04-06 21:12,10.0,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e122,33,105,61,0.4782608695652174
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e34,2,104,61,0.05405405405405406
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e60,2,5,61,0.05405405405405406
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e62,4,29,61,0.10810810810810811
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e69,8,120,61,0.21621621621621623
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e84,12,81,61,0.32432432432432434
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e90,7,72,61,0.1891891891891892
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e118,1,6,61,0.02702702702702703
5,2016-04-07 03:24,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,37,e122,1,105,61,0.02702702702702703
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e18,10,78,61,0.11363636363636363
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e34,1,104,61,0.011363636363636364
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e55,15,87,61,0.17045454545454544
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e62,4,29,61,0.045454545454545456
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e69,7,120,61,0.07954545454545454
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e74,2,55,61,0.022727272727272728
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e84,7,81,61,0.07954545454545454
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e89,1,75,61,0.011363636363636364
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e90,21,72,61,0.23863636363636365
6,2016-04-07 10:09,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,88,e122,20,105,61,0.22727272727272727
7,2016-04-08 01:10,10.0,ISMM-1 SNIPER JBoss EAP jmx authentication bypass.B,24,e30,5,29,61,0.20833333333333334
7,2016-04-08 01:10,10.0,ISMM-1 SNIPER JBoss EAP jmx authentication bypass.B,24,e34,1,104,61,0.041666666666666664
7,2016-04-08 01:10,10.0,ISMM-1 SNIPER JBoss EAP jmx authentication bypass.B,24,e62,3,29,61,0.125
7,2016-04-08 01:10,10.0,ISMM-1 SNIPER JBoss EAP jmx authentication bypass.B,24,e69,11,120,61,0.4583333333333333
7,2016-04-08 01:10,10.0,ISMM-1 SNIPER JBoss EAP jmx authentication bypass.B,24,e84,4,81,61,0.16666666666666666
8,2016-04-09 11:00,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,58,e18,7,78,61,0.1206896551724138
8,2016-04-09 11:00,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,58,e55,1,87,61,0.017241379310344827
8,2016-04-09 11:00,10.0,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,58,e56,1,14,61,0.017241379310344827
